mes,pais,plan,motivo,clientes,mrr_perdido_usd
2026-07,Uruguay,Profesional Independiente,Funcionalidad faltante,6,267.67
2026-07,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,195.76
2026-07,Uruguay,Emprendedor,Cerró o quebró el negocio,18,1035.24
2026-07,Uruguay,Emprendedor,Precio / ajuste anual,8,830.8
2026-07,Uruguay,Emprendedor,Se fue a la competencia,9,639.41
2026-07,Uruguay,Emprendedor,Mala experiencia de soporte,6,526.32
2026-07,Uruguay,Emprendedor,No logró implementar,7,474.12
2026-07,Uruguay,Emprendedor,Cambió de contador,4,339.28
2026-07,Uruguay,Emprendedor,Funcionalidad faltante,4,291.43
2026-07,Uruguay,Emprendedor,Otro / sin motivo registrado,3,213.14
2026-07,Uruguay,Premium,Cerró o quebró el negocio,6,511.4
2026-07,Uruguay,Premium,Precio / ajuste anual,5,410.41
2026-07,Uruguay,Premium,Se fue a la competencia,4,315.87
2026-07,Uruguay,Premium,Mala experiencia de soporte,3,260.0
2026-07,Uruguay,Premium,No logró implementar,2,234.21
2026-07,Uruguay,Premium,Cambió de contador,2,167.6
2026-07,Uruguay,Premium,Funcionalidad faltante,1,143.97
2026-07,Uruguay,Premium,Otro / sin motivo registrado,1,105.29
2026-07,Uruguay,Corporativo,Cerró o quebró el negocio,1,197.61
2026-07,Uruguay,Corporativo,Precio / ajuste anual,1,158.59
2026-07,Uruguay,Siigo POS,Cerró o quebró el negocio,3,121.1
2026-07,Uruguay,Siigo POS,Precio / ajuste anual,2,97.19
2026-07,Uruguay,Siigo POS,Se fue a la competencia,2,74.8
2026-07,Uruguay,Siigo POS,Mala experiencia de soporte,1,61.57
2026-07,Uruguay,Siigo POS,No logró implementar,1,55.46
2026-07,Uruguay,Siigo POS,Cambió de contador,1,39.69
2026-07,Uruguay,Siigo POS,Funcionalidad faltante,1,34.09
2026-07,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,92.62
2026-07,Uruguay,POS Gastrobar,Precio / ajuste anual,1,74.33
2026-07,Uruguay,POS Gastrobar,Se fue a la competencia,1,57.21
2026-08,Uruguay,Siigo Contador,Cerró o quebró el negocio,9,0.0
2026-08,Uruguay,Siigo Contador,Precio / ajuste anual,7,0.0
2026-08,Uruguay,Siigo Contador,Se fue a la competencia,6,0.0
2026-08,Uruguay,Siigo Contador,Mala experiencia de soporte,8,0.0
2026-08,Uruguay,Siigo Contador,No logró implementar,4,0.0
2026-08,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-08,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-08,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-08,Uruguay,Profesional Independiente,Cerró o quebró el negocio,16,912.09
2026-08,Uruguay,Profesional Independiente,Precio / ajuste anual,15,731.98
2026-08,Uruguay,Profesional Independiente,Se fue a la competencia,11,563.35
2026-08,Uruguay,Profesional Independiente,Mala experiencia de soporte,12,686.29
2026-08,Uruguay,Profesional Independiente,No logró implementar,8,417.72
2026-08,Uruguay,Profesional Independiente,Cambió de contador,5,298.92
2026-08,Uruguay,Profesional Independiente,Funcionalidad faltante,4,256.77
2026-08,Uruguay,Profesional Independiente,Otro / sin motivo registrado,4,187.78
2026-08,Uruguay,Emprendedor,Cerró o quebró el negocio,16,1096.29
2026-08,Uruguay,Emprendedor,Precio / ajuste anual,10,879.8
2026-08,Uruguay,Emprendedor,Se fue a la competencia,8,677.12
2026-08,Uruguay,Emprendedor,Mala experiencia de soporte,12,824.89
2026-08,Uruguay,Emprendedor,No logró implementar,6,502.08
2026-08,Uruguay,Emprendedor,Cambió de contador,5,359.29
2026-08,Uruguay,Emprendedor,Funcionalidad faltante,3,308.62
2026-08,Uruguay,Emprendedor,Otro / sin motivo registrado,3,225.71
2026-08,Uruguay,Premium,Cerró o quebró el negocio,6,514.62
2026-08,Uruguay,Premium,Precio / ajuste anual,5,412.99
2026-08,Uruguay,Premium,Se fue a la competencia,4,317.85
2026-08,Uruguay,Premium,Mala experiencia de soporte,5,387.22
2026-08,Uruguay,Premium,No logró implementar,2,235.69
2026-08,Uruguay,Premium,Cambió de contador,2,168.66
2026-08,Uruguay,Premium,Funcionalidad faltante,1,144.87
2026-08,Uruguay,Premium,Otro / sin motivo registrado,1,105.95
2026-08,Uruguay,Corporativo,Cerró o quebró el negocio,1,212.0
2026-08,Uruguay,Corporativo,Precio / ajuste anual,1,170.13
2026-08,Uruguay,Corporativo,Mala experiencia de soporte,1,159.51
2026-08,Uruguay,Siigo POS,Cerró o quebró el negocio,3,129.86
2026-08,Uruguay,Siigo POS,Precio / ajuste anual,3,104.22
2026-08,Uruguay,Siigo POS,Se fue a la competencia,2,80.21
2026-08,Uruguay,Siigo POS,Mala experiencia de soporte,2,97.71
2026-08,Uruguay,Siigo POS,No logró implementar,1,59.47
2026-08,Uruguay,Siigo POS,Cambió de contador,1,42.56
2026-08,Uruguay,Siigo POS,Funcionalidad faltante,1,36.56
2026-08,Uruguay,POS Gastrobar,Cerró o quebró el negocio,1,95.47
2026-08,Uruguay,POS Gastrobar,Precio / ajuste anual,1,76.62
2026-08,Uruguay,POS Gastrobar,Se fue a la competencia,1,58.97
2026-08,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,71.84
2024-10,Chile,Siigo Contador,Cerró o quebró el negocio,1,0.0
2024-10,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2024-10,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2024-10,Chile,Profesional Independiente,Cerró o quebró el negocio,5,272.0
2024-10,Chile,Profesional Independiente,Precio / ajuste anual,4,218.28
2024-10,Chile,Profesional Independiente,Se fue a la competencia,4,168.0
2024-10,Chile,Profesional Independiente,Mala experiencia de soporte,4,138.28
2024-10,Chile,Profesional Independiente,No logró implementar,3,124.57
2024-10,Chile,Profesional Independiente,Cambió de contador,2,89.14
2024-10,Chile,Profesional Independiente,Funcionalidad faltante,1,76.57
2024-10,Chile,Profesional Independiente,Otro / sin motivo registrado,1,56.0
2024-10,Chile,Emprendedor,Cerró o quebró el negocio,4,252.98
2024-10,Chile,Emprendedor,Precio / ajuste anual,3,203.02
2024-10,Chile,Emprendedor,Se fue a la competencia,2,156.25
2024-10,Chile,Emprendedor,Mala experiencia de soporte,2,128.61
2024-10,Chile,Emprendedor,No logró implementar,1,115.86
2024-10,Chile,Emprendedor,Cambió de contador,1,82.91
2024-10,Chile,Emprendedor,Funcionalidad faltante,1,71.22
2024-10,Chile,Premium,Cerró o quebró el negocio,1,94.41
2024-10,Chile,Premium,Precio / ajuste anual,1,75.77
2024-10,Chile,Premium,Se fue a la competencia,1,58.31
2024-10,Chile,Siigo POS,Cerró o quebró el negocio,1,36.67
2024-10,Chile,Siigo POS,Precio / ajuste anual,1,29.43
2024-11,Chile,Siigo Contador,Cerró o quebró el negocio,1,0.0
2024-11,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2024-11,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2024-11,Chile,Profesional Independiente,Cerró o quebró el negocio,6,294.84
2024-11,Chile,Profesional Independiente,Precio / ajuste anual,5,236.62
2024-11,Chile,Profesional Independiente,Se fue a la competencia,5,182.11
2024-11,Chile,Profesional Independiente,Mala experiencia de soporte,4,149.9
2024-11,Chile,Profesional Independiente,No logró implementar,3,135.03
2024-11,Chile,Profesional Independiente,Cambió de contador,2,96.63
2024-11,Chile,Profesional Independiente,Funcionalidad faltante,1,83.0
2024-11,Chile,Profesional Independiente,Otro / sin motivo registrado,1,60.7
2024-11,Chile,Emprendedor,Cerró o quebró el negocio,4,268.1
2024-11,Chile,Emprendedor,Precio / ajuste anual,4,215.16
2024-11,Chile,Emprendedor,Se fue a la competencia,2,165.59
2024-11,Chile,Emprendedor,Mala experiencia de soporte,2,136.3
2024-11,Chile,Emprendedor,No logró implementar,2,122.79
2024-11,Chile,Emprendedor,Cambió de contador,2,87.86
2024-11,Chile,Emprendedor,Funcionalidad faltante,1,75.47
2024-11,Chile,Emprendedor,Otro / sin motivo registrado,1,55.2
2024-11,Chile,Premium,Cerró o quebró el negocio,1,107.42
2024-11,Chile,Premium,Precio / ajuste anual,1,86.2
2024-11,Chile,Premium,Se fue a la competencia,1,66.35
2024-11,Chile,Siigo POS,Cerró o quebró el negocio,1,38.21
2024-11,Chile,Siigo POS,Precio / ajuste anual,1,30.67
2024-12,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2024-12,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2024-12,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2024-12,Chile,Siigo Contador,Mala experiencia de soporte,1,0.0
2024-12,Chile,Profesional Independiente,Cerró o quebró el negocio,9,319.12
2024-12,Chile,Profesional Independiente,Precio / ajuste anual,5,256.1
2024-12,Chile,Profesional Independiente,Se fue a la competencia,4,197.1
2024-12,Chile,Profesional Independiente,Mala experiencia de soporte,3,162.24
2024-12,Chile,Profesional Independiente,No logró implementar,4,146.15
2024-12,Chile,Profesional Independiente,Cambió de contador,3,104.58
2024-12,Chile,Profesional Independiente,Funcionalidad faltante,1,89.83
2024-12,Chile,Profesional Independiente,Otro / sin motivo registrado,1,65.7
2024-12,Chile,Emprendedor,Cerró o quebró el negocio,5,292.25
2024-12,Chile,Emprendedor,Precio / ajuste anual,4,234.54
2024-12,Chile,Emprendedor,Se fue a la competencia,3,180.51
2024-12,Chile,Emprendedor,Mala experiencia de soporte,3,148.58
2024-12,Chile,Emprendedor,No logró implementar,2,133.85
2024-12,Chile,Emprendedor,Cambió de contador,2,95.78
2024-12,Chile,Emprendedor,Funcionalidad faltante,1,82.27
2024-12,Chile,Emprendedor,Otro / sin motivo registrado,1,60.17
2024-12,Chile,Premium,Cerró o quebró el negocio,1,122.46
2024-12,Chile,Premium,Precio / ajuste anual,1,98.28
2024-12,Chile,Premium,Se fue a la competencia,1,75.64
2024-12,Chile,Premium,Mala experiencia de soporte,1,62.26
2024-12,Chile,Siigo POS,Cerró o quebró el negocio,2,43.19
2024-12,Chile,Siigo POS,Precio / ajuste anual,1,34.66
2024-12,Chile,Siigo POS,Se fue a la competencia,1,26.68
2025-01,Chile,Siigo Contador,Cerró o quebró el negocio,1,0.0
2025-01,Chile,Siigo Contador,Precio / ajuste anual,2,0.0
2025-01,Chile,Siigo Contador,No logró implementar,1,0.0
2025-01,Chile,Profesional Independiente,Cerró o quebró el negocio,10,388.41
2025-01,Chile,Profesional Independiente,Precio / ajuste anual,14,508.09
2025-01,Chile,Profesional Independiente,Se fue a la competencia,6,239.9
2025-01,Chile,Profesional Independiente,Mala experiencia de soporte,4,197.47
2025-01,Chile,Profesional Independiente,No logró implementar,5,177.89
2025-01,Chile,Profesional Independiente,Cambió de contador,3,127.3
2025-01,Chile,Profesional Independiente,Funcionalidad faltante,2,109.34
2025-01,Chile,Profesional Independiente,Otro / sin motivo registrado,1,79.97
2025-01,Chile,Emprendedor,Cerró o quebró el negocio,6,309.26
2025-01,Chile,Emprendedor,Precio / ajuste anual,7,404.55
2025-01,Chile,Emprendedor,Se fue a la competencia,3,191.01
2025-01,Chile,Emprendedor,Mala experiencia de soporte,2,157.23
2025-01,Chile,Emprendedor,No logró implementar,2,141.64
2025-01,Chile,Emprendedor,Cambió de contador,2,101.35
2025-01,Chile,Emprendedor,Funcionalidad faltante,1,87.06
2025-01,Chile,Emprendedor,Otro / sin motivo registrado,1,63.67
2025-01,Chile,Premium,Cerró o quebró el negocio,1,136.8
2025-01,Chile,Premium,Precio / ajuste anual,3,178.95
2025-01,Chile,Premium,Se fue a la competencia,1,84.5
2025-01,Chile,Premium,Mala experiencia de soporte,1,69.55
2025-01,Chile,Premium,No logró implementar,1,62.65
2025-01,Chile,Siigo POS,Cerró o quebró el negocio,1,47.99
2025-01,Chile,Siigo POS,Precio / ajuste anual,2,62.78
2025-01,Chile,Siigo POS,Se fue a la competencia,1,29.64
2025-01,Chile,Siigo POS,Mala experiencia de soporte,1,24.4
2025-01,Chile,POS Gastrobar,Precio / ajuste anual,1,39.15
2025-02,Chile,Siigo Contador,Cerró o quebró el negocio,1,0.0
2025-02,Chile,Siigo Contador,Precio / ajuste anual,2,0.0
2025-02,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2025-02,Chile,Profesional Independiente,Cerró o quebró el negocio,6,304.44
2025-02,Chile,Profesional Independiente,Precio / ajuste anual,8,398.24
2025-02,Chile,Profesional Independiente,Se fue a la competencia,4,188.04
2025-02,Chile,Profesional Independiente,Mala experiencia de soporte,4,154.78
2025-02,Chile,Profesional Independiente,No logró implementar,3,139.43
2025-02,Chile,Profesional Independiente,Cambió de contador,2,99.77
2025-02,Chile,Profesional Independiente,Funcionalidad faltante,2,85.7
2025-02,Chile,Profesional Independiente,Otro / sin motivo registrado,1,62.68
2025-02,Chile,Emprendedor,Cerró o quebró el negocio,5,292.56
2025-02,Chile,Emprendedor,Precio / ajuste anual,7,382.7
2025-02,Chile,Emprendedor,Se fue a la competencia,3,180.7
2025-02,Chile,Emprendedor,Mala experiencia de soporte,2,148.74
2025-02,Chile,Emprendedor,No logró implementar,2,133.99
2025-02,Chile,Emprendedor,Cambió de contador,1,95.88
2025-02,Chile,Emprendedor,Funcionalidad faltante,1,82.36
2025-02,Chile,Premium,Cerró o quebró el negocio,2,121.47
2025-02,Chile,Premium,Precio / ajuste anual,2,158.9
2025-02,Chile,Premium,Se fue a la competencia,1,75.03
2025-02,Chile,Premium,Mala experiencia de soporte,1,61.76
2025-02,Chile,Siigo POS,Cerró o quebró el negocio,1,42.06
2025-02,Chile,Siigo POS,Precio / ajuste anual,2,55.02
2025-03,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2025-03,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2025-03,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2025-03,Chile,Siigo Contador,Mala experiencia de soporte,1,0.0
2025-03,Chile,Siigo Contador,No logró implementar,1,0.0
2025-03,Chile,Profesional Independiente,Cerró o quebró el negocio,8,317.23
2025-03,Chile,Profesional Independiente,Precio / ajuste anual,6,254.59
2025-03,Chile,Profesional Independiente,Se fue a la competencia,5,195.94
2025-03,Chile,Profesional Independiente,Mala experiencia de soporte,5,238.7
2025-03,Chile,Profesional Independiente,No logró implementar,3,145.29
2025-03,Chile,Profesional Independiente,Cambió de contador,2,103.97
2025-03,Chile,Profesional Independiente,Funcionalidad faltante,2,89.31
2025-03,Chile,Profesional Independiente,Otro / sin motivo registrado,1,65.31
2025-03,Chile,Emprendedor,Cerró o quebró el negocio,5,292.41
2025-03,Chile,Emprendedor,Precio / ajuste anual,4,234.66
2025-03,Chile,Emprendedor,Se fue a la competencia,3,180.61
2025-03,Chile,Emprendedor,Mala experiencia de soporte,3,220.02
2025-03,Chile,Emprendedor,No logró implementar,1,133.92
2025-03,Chile,Emprendedor,Cambió de contador,2,95.83
2025-03,Chile,Emprendedor,Funcionalidad faltante,1,82.32
2025-03,Chile,Emprendedor,Otro / sin motivo registrado,1,60.2
2025-03,Chile,Premium,Cerró o quebró el negocio,2,126.63
2025-03,Chile,Premium,Precio / ajuste anual,1,101.63
2025-03,Chile,Premium,Se fue a la competencia,1,78.21
2025-03,Chile,Premium,Mala experiencia de soporte,1,95.28
2025-03,Chile,Siigo POS,Cerró o quebró el negocio,1,42.96
2025-03,Chile,Siigo POS,Precio / ajuste anual,1,34.48
2025-03,Chile,Siigo POS,Se fue a la competencia,1,26.53
2025-03,Chile,Siigo POS,Mala experiencia de soporte,1,32.33
2025-04,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2025-04,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2025-04,Chile,Siigo Contador,Mala experiencia de soporte,1,0.0
2025-04,Chile,Profesional Independiente,Cerró o quebró el negocio,7,319.17
2025-04,Chile,Profesional Independiente,Precio / ajuste anual,7,256.14
2025-04,Chile,Profesional Independiente,Se fue a la competencia,5,197.13
2025-04,Chile,Profesional Independiente,Mala experiencia de soporte,7,240.15
2025-04,Chile,Profesional Independiente,No logró implementar,3,146.17
2025-04,Chile,Profesional Independiente,Cambió de contador,2,104.6
2025-04,Chile,Profesional Independiente,Funcionalidad faltante,2,89.85
2025-04,Chile,Profesional Independiente,Otro / sin motivo registrado,1,65.71
2025-04,Chile,Emprendedor,Cerró o quebró el negocio,4,286.31
2025-04,Chile,Emprendedor,Precio / ajuste anual,3,229.77
2025-04,Chile,Emprendedor,Se fue a la competencia,3,176.84
2025-04,Chile,Emprendedor,Mala experiencia de soporte,3,215.43
2025-04,Chile,Emprendedor,No logró implementar,2,131.12
2025-04,Chile,Emprendedor,Cambió de contador,1,93.83
2025-04,Chile,Emprendedor,Funcionalidad faltante,1,80.6
2025-04,Chile,Emprendedor,Otro / sin motivo registrado,1,58.95
2025-04,Chile,Premium,Cerró o quebró el negocio,2,125.89
2025-04,Chile,Premium,Precio / ajuste anual,1,101.03
2025-04,Chile,Premium,Se fue a la competencia,1,77.76
2025-04,Chile,Premium,Mala experiencia de soporte,1,94.73
2025-04,Chile,Siigo POS,Cerró o quebró el negocio,1,43.57
2025-04,Chile,Siigo POS,Precio / ajuste anual,1,34.97
2025-04,Chile,Siigo POS,Se fue a la competencia,1,26.91
2025-05,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2025-05,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2025-05,Chile,Siigo Contador,Se fue a la competencia,1,0.0
2025-05,Chile,Siigo Contador,Mala experiencia de soporte,1,0.0
2025-05,Chile,Profesional Independiente,Cerró o quebró el negocio,6,342.98
2025-05,Chile,Profesional Independiente,Precio / ajuste anual,7,275.25
2025-05,Chile,Profesional Independiente,Se fue a la competencia,4,211.84
2025-05,Chile,Profesional Independiente,Mala experiencia de soporte,6,258.07
2025-05,Chile,Profesional Independiente,No logró implementar,3,157.08
2025-05,Chile,Profesional Independiente,Cambió de contador,2,112.41
2025-05,Chile,Profesional Independiente,Funcionalidad faltante,2,96.55
2025-05,Chile,Profesional Independiente,Otro / sin motivo registrado,1,70.61
2025-05,Chile,Emprendedor,Cerró o quebró el negocio,6,294.77
2025-05,Chile,Emprendedor,Precio / ajuste anual,4,236.56
2025-05,Chile,Emprendedor,Se fue a la competencia,3,182.07
2025-05,Chile,Emprendedor,Mala experiencia de soporte,3,221.8
2025-05,Chile,Emprendedor,No logró implementar,2,135.0
2025-05,Chile,Emprendedor,Cambió de contador,1,96.61
2025-05,Chile,Emprendedor,Funcionalidad faltante,1,82.98
2025-05,Chile,Emprendedor,Otro / sin motivo registrado,1,60.69
2025-05,Chile,Premium,Cerró o quebró el negocio,1,132.17
2025-05,Chile,Premium,Precio / ajuste anual,1,106.07
2025-05,Chile,Premium,Se fue a la competencia,1,81.63
2025-05,Chile,Premium,Mala experiencia de soporte,1,99.45
2025-05,Chile,Premium,No logró implementar,1,60.53
2025-05,Chile,Siigo POS,Cerró o quebró el negocio,2,48.47
2025-05,Chile,Siigo POS,Precio / ajuste anual,1,38.9
2025-05,Chile,Siigo POS,Mala experiencia de soporte,1,36.47
2025-05,Chile,Siigo POS,No logró implementar,1,22.2
2025-06,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2025-06,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2025-06,Chile,Profesional Independiente,Cerró o quebró el negocio,10,368.9
2025-06,Chile,Profesional Independiente,Precio / ajuste anual,7,296.05
2025-06,Chile,Profesional Independiente,Se fue a la competencia,5,227.85
2025-06,Chile,Profesional Independiente,Mala experiencia de soporte,4,187.55
2025-06,Chile,Profesional Independiente,No logró implementar,4,168.95
2025-06,Chile,Profesional Independiente,Cambió de contador,3,120.9
2025-06,Chile,Profesional Independiente,Funcionalidad faltante,2,103.85
2025-06,Chile,Profesional Independiente,Otro / sin motivo registrado,1,75.95
2025-06,Chile,Emprendedor,Cerró o quebró el negocio,4,295.23
2025-06,Chile,Emprendedor,Precio / ajuste anual,4,236.93
2025-06,Chile,Emprendedor,Se fue a la competencia,2,182.35
2025-06,Chile,Emprendedor,Mala experiencia de soporte,3,150.1
2025-06,Chile,Emprendedor,No logró implementar,2,135.21
2025-06,Chile,Emprendedor,Cambió de contador,1,96.76
2025-06,Chile,Emprendedor,Funcionalidad faltante,1,83.11
2025-06,Chile,Emprendedor,Otro / sin motivo registrado,1,60.78
2025-06,Chile,Premium,Cerró o quebró el negocio,2,133.09
2025-06,Chile,Premium,Precio / ajuste anual,1,106.81
2025-06,Chile,Premium,Se fue a la competencia,1,82.2
2025-06,Chile,Premium,Mala experiencia de soporte,1,67.66
2025-06,Chile,Siigo POS,Cerró o quebró el negocio,1,45.9
2025-06,Chile,Siigo POS,Precio / ajuste anual,1,36.84
2025-06,Chile,Siigo POS,Se fue a la competencia,1,28.35
2025-06,Chile,Siigo POS,Mala experiencia de soporte,1,23.34
2025-06,Chile,POS Gastrobar,Cerró o quebró el negocio,1,30.45
2025-07,Chile,Siigo Contador,Cerró o quebró el negocio,2,0.0
2025-07,Chile,Siigo Contador,Precio / ajuste anual,1,0.0
2025-07,Chile,Siigo Contador,Se fue a la competencia,1,0.0
